"theta","phi","scenario","class","kappa_noise"
3.99314640390155,3.51913385383971,"A1_shift","alternative",8
6.14405500112388,6.15414300552657,"A1_shift","alternative",8
2.81345886152311,2.46132640270754,"A1_shift","alternative",8
0.938050845925838,0.859367373936418,"A1_shift","alternative",8
3.0916795315822,2.29453028216364,"A1_shift","alternative",8
4.13690637169268,4.3924579478074,"A1_shift","alternative",8
1.82150441733604,2.23904312005784,"A1_shift","alternative",8
4.45662012663101,4.19322911909671,"A1_shift","alternative",8
4.74778381517877,4.0697869463538,"A1_shift","alternative",8
3.38204427082766,3.5324498112582,"A1_shift","alternative",8
0.490662292225372,0.236644418936632,"A1_shift","alternative",8
1.62555294819939,1.16964194908432,"A1_shift","alternative",8
4.6787419581883,5.24088433203447,"A1_shift","alternative",8
3.71102232900998,3.02548879632057,"A1_shift","alternative",8
1.27957954163545,0.601427722292796,"A1_shift","alternative",8
3.10643614131708,3.12277858149505,"A1_shift","alternative",8
3.92339111394802,3.87677134295289,"A1_shift","alternative",8
3.84890933756307,4.63658775967405,"A1_shift","alternative",8
0.0845619124687922,0.150970215846682,"A1_shift","alternative",8
4.0827904601306,3.70744649196455,"A1_shift","alternative",8
0.755101043663659,0.261394919706571,"A1_shift","alternative",8
1.47956394676007,1.74465532228899,"A1_shift","alternative",8
0.805466412166276,0.894803734405451,"A1_shift","alternative",8
2.90400787156141,2.26370754168747,"A1_shift","alternative",8
1.99140251799961,2.031111926336,"A1_shift","alternative",8
4.86184496747217,4.67551490693288,"A1_shift","alternative",8
4.95228426743203,5.13739652132113,"A1_shift","alternative",8
4.96995147995949,4.61803136851309,"A1_shift","alternative",8
2.70734282024405,1.91580833700355,"A1_shift","alternative",8
6.1315761050992,0.372004143946741,"A1_shift","alternative",8
6.02780379463451,5.3470010449898,"A1_shift","alternative",8
6.23383263640275,6.00339175242799,"A1_shift","alternative",8
4.41689571263543,4.42414906283579,"A1_shift","alternative",8
6.2157240629537,0.174403448518222,"A1_shift","alternative",8
3.3683928664433,3.0864787573007,"A1_shift","alternative",8
5.25692230338901,5.66800634221948,"A1_shift","alternative",8
0.414211394458613,6.08040524556461,"A1_shift","alternative",8
1.08543612367425,1.03136165553003,"A1_shift","alternative",8
5.12300841502947,4.93059478865224,"A1_shift","alternative",8
3.97907905387138,4.12687199243444,"A1_shift","alternative",8
3.34864482557242,3.10076701918202,"A1_shift","alternative",8
0.371593422129001,0.878065914070833,"A1_shift","alternative",8
4.0220242458653,4.48202519249944,"A1_shift","alternative",8
5.69590348005419,5.75007776649629,"A1_shift","alternative",8
4.95519497994346,4.75704527363087,"A1_shift","alternative",8
3.55561653413484,3.80273900841765,"A1_shift","alternative",8
2.05739391722912,1.75968636026267,"A1_shift","alternative",8
0.289210337422845,5.7953039426758,"A1_shift","alternative",8
5.67640905358737,6.16450487315887,"A1_shift","alternative",8
0.918824395329854,0.788084577731384,"A1_shift","alternative",8
3.82073993123423,3.28803219646933,"A1_shift","alternative",8
4.89101254182443,4.63611717174999,"A1_shift","alternative",8
3.68694994033266,3.14439655919701,"A1_shift","alternative",8
6.26739076584497,5.48571712024988,"A1_shift","alternative",8
3.23283202783596,3.79133295426165,"A1_shift","alternative",8
1.13829446696784,0.598862049992356,"A1_shift","alternative",8
4.7699475770627,4.98024874643437,"A1_shift","alternative",8
5.53609782154136,5.37161118690037,"A1_shift","alternative",8
2.88016790106809,2.54315194059445,"A1_shift","alternative",8
1.27955331444012,1.60612732866969,"A1_shift","alternative",8
1.65734144123201,1.31191979042677,"A1_shift","alternative",8
6.25520978138379,5.77969530695364,"A1_shift","alternative",8
3.37046864771935,2.84087979626137,"A1_shift","alternative",8
3.53681518266309,4.21044348364646,"A1_shift","alternative",8
4.82780586860136,4.93856801678638,"A1_shift","alternative",8
1.92084076080776,1.75461516408654,"A1_shift","alternative",8
0.888880814619527,1.26846357020927,"A1_shift","alternative",8
0.393898447771421,0.223550084190029,"A1_shift","alternative",8
1.65299505602762,1.34178990974508,"A1_shift","alternative",8
6.16887032397026,6.12082290620981,"A1_shift","alternative",8
2.23725308999989,2.51447913921119,"A1_shift","alternative",8
0.386700530943579,0.302783042333242,"A1_shift","alternative",8
0.0315451380730485,6.08672340371866,"A1_shift","alternative",8
1.44830134351859,1.7256755348122,"A1_shift","alternative",8
2.59295503930526,2.94810107071347,"A1_shift","alternative",8
6.13314637357005,6.16276699308648,"A1_shift","alternative",8
3.82833859398903,3.41103300043766,"A1_shift","alternative",8
1.306124275033,1.56876273645514,"A1_shift","alternative",8
0.885798550093695,0.916943340897045,"A1_shift","alternative",8
5.01280211185459,5.30326820324435,"A1_shift","alternative",8
3.72132517974221,3.96666650178321,"A1_shift","alternative",8
6.07340363288509,5.76157027485268,"A1_shift","alternative",8
6.0170314013268,0.176571417614312,"A1_shift","alternative",8
3.97530639002765,3.79400184610865,"A1_shift","alternative",8
4.16656146203194,4.01028256969474,"A1_shift","alternative",8
4.42986736920843,4.74805416575836,"A1_shift","alternative",8
2.38577256082057,2.75358525422683,"A1_shift","alternative",8
0.93244572504434,0.87212412194222,"A1_shift","alternative",8
4.91517250662965,5.51673693158835,"A1_shift","alternative",8
1.35379088737302,1.42669998901061,"A1_shift","alternative",8
0.0977187115651418,6.02238169985456,"A1_shift","alternative",8
3.97848750977977,4.64956824272921,"A1_shift","alternative",8
3.0700891253294,3.17478175641461,"A1_shift","alternative",8
5.93085041305129,5.9601260239689,"A1_shift","alternative",8
1.74216470547858,1.63908393077756,"A1_shift","alternative",8
3.8935261446036,3.08171163691658,"A1_shift","alternative",8
5.88044636206882,5.89613909387223,"A1_shift","alternative",8
0.250934224029086,0.886137267856825,"A1_shift","alternative",8
5.20010803357806,4.96520484194572,"A1_shift","alternative",8
1.87213929631057,1.79257640109583,"A1_shift","alternative",8
2.4622191195723,2.04578114142747,"A1_shift","alternative",8
1.93115103146049,1.63871989437362,"A1_shift","alternative",8
2.56490471304516,2.84438694571512,"A1_shift","alternative",8
5.0799704301418,5.3547281280257,"A1_shift","alternative",8
3.21751945802882,3.76373054246893,"A1_shift","alternative",8
4.29112401961387,4.46771360017469,"A1_shift","alternative",8
6.03849503695052,0.0992694617833507,"A1_shift","alternative",8
0.553081053863052,0.0970985840498857,"A1_shift","alternative",8
2.24811911006467,2.53755875362175,"A1_shift","alternative",8
2.67928829687198,2.86266232489437,"A1_shift","alternative",8
4.97838632328171,5.01241491891928,"A1_shift","alternative",8
1.50927420666593,1.61188314653576,"A1_shift","alternative",8
3.76685296049988,2.78630510192657,"A1_shift","alternative",8
0.605640422051705,1.00276148425121,"A1_shift","alternative",8
1.03590970211714,0.725707659746489,"A1_shift","alternative",8
5.69243961919906,6.22055478936927,"A1_shift","alternative",8
4.06072871337601,3.94557858560058,"A1_shift","alternative",8
5.65222203211227,5.98426170401683,"A1_shift","alternative",8
1.59286278121987,1.81916978192819,"A1_shift","alternative",8
3.65780865754411,3.91313309518769,"A1_shift","alternative",8
0.745805433972775,1.08410534055723,"A1_shift","alternative",8
3.65003923567651,3.83047280463327,"A1_shift","alternative",8
2.76343403694266,2.98809771518186,"A1_shift","alternative",8
1.867384347345,1.89513864065611,"A1_shift","alternative",8
5.57348607386071,5.41907731308598,"A1_shift","alternative",8
3.79179673633113,3.97502324468095,"A1_shift","alternative",8
1.8644541604681,2.00031837559542,"A1_shift","alternative",8
4.0219747085333,4.80149146934081,"A1_shift","alternative",8
1.50044105756411,1.34500848346158,"A1_shift","alternative",8
4.29588142774473,3.77343024845754,"A1_shift","alternative",8
